Ticker,Date,Prediction,Model,F1_Score,Confidence
BXH,2025-04-13,0,transformer,0.3720930232558139,0.8616558313369751
C21,2025-04-13,0,svm,0.6785714285714286,0.5
C32,2025-04-13,0,svm,0.1875,0.622725238191707
C47,2025-04-13,0,transformer,0.4864864864864865,0.5476372241973877
C92,2025-04-13,1,svm,0.7619047619047619,0.8841235972081014
CAD,2025-04-13,1,lstm,0.8888888888888888,0.5029873251914978
CAN,2025-04-13,1,svm,0.8888888888888888,0.6561507702259393
CAP,2025-04-13,1,svm,0.6206896551724138,0.5100624732175385
CCI,2025-04-13,1,svm,0.75,0.5417345082625021
CCL,2025-04-13,1,transformer,0.5306122448979592,0.6077859401702881
CCM,2025-04-13,1,svm,0.6785714285714286,0.8313905322768009
CDC,2025-04-13,1,svm,0.5964912280701754,0.5162642388552587
CHP,2025-04-13,1,lstm,0.75,0.8641213178634644
CI5,2025-04-13,1,svm,0.6885245901639344,0.622208331486665
CID,2025-04-13,1,svm,0.6666666666666666,0.9223252670054064
CIG,2025-04-13,0,svm,0.4186046511627907,0.5
CII,2025-04-13,1,lstm,0.5714285714285714,0.6571040749549866
CJC,2025-04-13,1,lstm,0.9873417721518988,0.9374669194221497
CKV,2025-04-13,1,svm,0.8571428571428571,0.5954229537421095
CLC,2025-04-13,1,svm,0.7333333333333333,0.5056927898511442
CLG,2025-04-13,1,logistic_regression,0.9041095890410958,0.5641437535963408
CLW,2025-04-13,1,lstm,0.8405797101449275,0.7719095945358276
CMC,2025-04-13,0,logistic_regression,0.4571428571428571,0.8156497465406922
CMG,2025-04-13,0,svm,0.4705882352941176,0.5359597260699078
CMI,2025-04-13,1,lstm,0.8405797101449275,0.7273493409156799
CMS,2025-04-13,1,svm,0.3448275862068966,0.5
CMT,2025-04-13,0,svm,0.2352941176470588,0.5085507687073334
CMV,2025-04-13,1,svm,0.6666666666666666,0.5977739076510034
CMX,2025-04-13,1,transformer,0.6666666666666666,0.5107117891311646
CNG,2025-04-13,1,lstm,0.6440677966101694,0.715528666973114
CNT,2025-04-13,1,lstm,0.6086956521739131,0.6365962028503418
COM,2025-04-13,1,svm,0.6885245901639344,0.5292459277209889
CPC,2025-04-13,1,svm,0.8059701492537313,0.5094030855538755
CSC,2025-04-13,0,svm,0.4848484848484848,0.5
CSM,2025-04-13,1,logistic_regression,0.4864864864864865,0.9843740017040049
CT3,2025-04-13,1,svm,0.8955223880597015,0.71202435818935
CT6,2025-04-13,1,svm,0.303030303030303,0.8855503207961881
CTA,2025-04-13,1,lstm,0.9873417721518988,0.6871248483657837
CTB,2025-04-13,1,svm,0.75,0.5812780278494925
CTD,2025-04-13,1,svm,0.7096774193548387,0.5062543015302168
CTG,2025-04-13,1,transformer,0.5161290322580645,0.5478172898292542
CTI,2025-04-13,1,logistic_regression,0.5581395348837209,0.8988492074291992
CTN,2025-04-13,1,lstm,0.9873417721518988,0.6939902305603027
CTS,2025-04-13,1,lstm,0.6885245901639344,0.6705707311630249
CTX,2025-04-13,1,lstm,0.9873417721518988,0.5807649493217468
CVN,2025-04-13,1,lstm,0.9315068493150684,0.8110647201538086
CVT,2025-04-13,0,transformer,0.5957446808510638,0.5148276090621948
CX8,2025-04-13,1,svm,0.7540983606557377,0.8141018332815271
CYC,2025-04-13,1,lstm,0.918918918918919,0.753305196762085
D11,2025-04-13,1,lstm,0.6885245901639344,0.5621463060379028
D2D,2025-04-13,0,svm,0.4186046511627907,0.4846819168932265
DAC,2025-04-13,0,logistic_regression,0.7333333333333333,0.5090352871382968
DAD,2025-04-13,1,svm,0.75,0.5120393750087026
DAE,2025-04-13,0,svm,0.6530612244897959,0.641100364850809
DAG,2025-04-13,1,lstm,0.9041095890410958,0.5834522247314453
DBC,2025-04-13,1,svm,0.6666666666666666,0.7432966876738923
DBM,2025-04-13,1,svm,0.7692307692307693,0.6912798425180356
DBT,2025-04-13,1,svm,0.3448275862068966,0.5623264932472553
DC2,2025-04-13,1,svm,0.75,0.5472783936258511
DC4,2025-04-13,1,svm,0.6885245901639344,0.5370190651636348
DCL,2025-04-13,1,logistic_regression,0.6551724137931034,0.6751602780302192
DCS,2025-04-13,1,svm,0.8732394366197183,0.5974850431491414
DCT,2025-04-13,1,lstm,0.8571428571428571,0.766321063041687
DDM,2025-04-13,1,svm,0.7692307692307693,0.6804694894370417
DDN,2025-04-13,1,svm,0.8059701492537313,0.6480264377161208
DGT,2025-04-13,1,lstm,0.6666666666666666,0.7606858015060425
DHA,2025-04-13,0,svm,0.3529411764705882,0.5454266431839737
DHC,2025-04-13,0,svm,0.3333333333333333,0.5
DHG,2025-04-13,0,logistic_regression,0.1818181818181818,0.5396274790841691
DHM,2025-04-13,0,svm,0.3225806451612903,0.5659597331306446
DHT,2025-04-13,1,logistic_regression,0.6296296296296297,0.9948055351558114
DIC,2025-04-13,1,logistic_regression,0.8529411764705882,0.5893210768945573
DID,2025-04-13,0,logistic_regression,0.7346938775510204,0.9925161255526341
DIG,2025-04-13,1,lstm,0.5964912280701754,0.7903823256492615
DIH,2025-04-13,1,logistic_regression,0.6909090909090909,0.5587154482866358
DL1,2025-04-13,1,svm,0.5769230769230769,0.6303034148605448
DLD,2025-04-13,1,lstm,0.8888888888888888,0.98521888256073
DLG,2025-04-13,0,logistic_regression,0.5957446808510638,0.7961818002282226
DLR,2025-04-13,1,lstm,0.961038961038961,0.8331631422042847
DMC,2025-04-13,0,lstm,0.4,0.6180981397628784
DNC,2025-04-13,1,svm,0.8405797101449275,0.9253484691143842
DNL,2025-04-13,1,lstm,0.9041095890410958,0.7007296681404114
DNM,2025-04-13,1,svm,0.7301587301587301,0.5428234856916557
DNP,2025-04-13,1,svm,0.6206896551724138,0.5514488874811693
DNT,2025-04-13,1,lstm,0.8571428571428571,0.9252781867980957
DPC,2025-04-13,1,svm,0.9014084507042254,0.6950635072643885
DPM,2025-04-13,1,logistic_regression,0.6666666666666666,0.9404327116543032
DPP,2025-04-13,1,svm,0.961038961038961,0.7740447370014868
DPR,2025-04-13,0,svm,0.7111111111111111,0.5237896579110803
DQC,2025-04-13,1,transformer,0.5185185185185185,0.5549808144569397
DRC,2025-04-13,1,logistic_regression,0.5909090909090909,0.6007863013062776
DRH,2025-04-13,1,lstm,0.8732394366197183,0.6364631056785583
DRL,2025-04-13,1,lstm,0.5714285714285714,0.6330627799034119
DSN,2025-04-13,1,svm,0.5925925925925926,0.5916843760792713
DST,2025-04-13,1,lstm,0.8,0.5603470206260681
DTA,2025-04-13,0,transformer,0.6428571428571429,0.618058443069458
DTC,2025-04-13,1,svm,0.6666666666666666,0.6418895883492519
DTL,2025-04-13,1,lstm,0.6885245901639344,0.553208589553833
DTT,2025-04-13,1,lstm,0.7301587301587301,0.7831843495368958
DVP,2025-04-13,1,svm,0.5909090909090909,0.5
DXG,2025-04-13,1,svm,0.7586206896551724,0.6932387376027123
DXL,2025-04-13,1,lstm,0.8571428571428571,0.5348585844039917
DXP,2025-04-13,1,lstm,0.5714285714285714,0.5787315368652344
DXV,2025-04-13,1,svm,0.6206896551724138,0.532029296333707
DZM,2025-04-13,1,lstm,0.9873417721518988,0.5833203196525574
EBS,2025-04-13,1,svm,0.5454545454545454,0.8879639564637588
ECI,2025-04-13,1,transformer,0.9315068493150684,0.5211312770843506
EFI,2025-04-13,0,svm,0.7333333333333333,0.5606642280176943
EIB,2025-04-13,1,svm,0.7142857142857143,0.426497774090542
EID,2025-04-13,1,svm,0.75,0.5
ELC,2025-04-13,0,transformer,0.6153846153846154,0.6301034092903137
EVE,2025-04-13,1,svm,0.1904761904761904,0.5
FBA,2025-04-13,1,lstm,0.9873417721518988,0.995647132396698
FCN,2025-04-13,1,svm,0.4897959183673469,0.5058413381497437
FDC,2025-04-13,1,transformer,0.6896551724137931,0.5884303450584412
FLC,2025-04-13,1,lstm,0.9873417721518988,0.5238239765167236
FMC,2025-04-13,1,lstm,0.6440677966101694,0.6070128083229065
FPT,2025-04-13,1,lstm,0.6666666666666666,0.5609121918678284
GAS,2025-04-13,1,logistic_regression,0.5882352941176471,0.7423214915614881
GDT,2025-04-13,0,svm,0.3243243243243243,0.5
GDW,2025-04-13,1,svm,0.7301587301587301,0.6265984555976949
GER,2025-04-13,1,lstm,0.9333333333333332,0.9236214756965637
GGG,2025-04-13,1,svm,0.6206896551724138,0.708740402983031
GHC,2025-04-13,1,svm,0.5652173913043478,0.5
GIL,2025-04-13,1,svm,0.6086956521739131,0.5061998970904775
GLT,2025-04-13,1,svm,0.6206896551724138,0.5511182208444292
GMC,2025-04-13,1,lstm,0.631578947368421,0.5874433517456055
GMD,2025-04-13,1,svm,0.5294117647058824,0.5318746601544422
GMX,2025-04-13,1,svm,0.6885245901639344,0.6904395129858445
GSP,2025-04-13,1,svm,0.5,0.505376984631278
GTA,2025-04-13,1,lstm,0.7017543859649122,0.6754477024078369
GTT,2025-04-13,1,lstm,0.9873417721518988,0.7104107141494751
H11,2025-04-13,1,svm,0.8059701492537313,0.9331622695351248
HAD,2025-04-13,1,transformer,0.75,0.5580415725708008
HAG,2025-04-13,1,svm,0.5116279069767442,0.46945057451971756
HAI,2025-04-13,1,svm,0.0975609756097561,0.5
HAP,2025-04-13,0,transformer,0.2962962962962963,0.5478988289833069
HAS,2025-04-13,1,logistic_regression,0.7058823529411765,0.7056147266416278
HAT,2025-04-13,0,svm,0.2758620689655172,0.7578506979336528
HAX,2025-04-13,1,svm,0.6885245901639344,0.5405129714730952
HBC,2025-04-13,1,svm,0.7213114754098361,0.5
HBD,2025-04-13,1,lstm,0.9333333333333332,0.8180146217346191
HBS,2025-04-13,1,svm,0.6440677966101694,0.583545404757789
HCC,2025-04-13,1,svm,0.75,0.5
HCI,2025-04-13,1,lstm,0.9873417721518988,0.9489795565605164
HCM,2025-04-13,1,transformer,0.6440677966101694,0.6200800538063049
HCT,2025-04-13,1,svm,0.9333333333333332,0.6658417328050004
HDA,2025-04-13,1,lstm,0.7301587301587301,0.5023291707038879
HDC,2025-04-13,1,lstm,0.6666666666666666,0.5253391861915588
HDG,2025-04-13,1,lstm,0.6206896551724138,0.5593052506446838
HDM,2025-04-13,1,svm,0.75,0.5925115271802617
HDO,2025-04-13,1,lstm,0.9873417721518988,0.9517225027084351
HEV,2025-04-13,1,lstm,0.9743589743589745,0.9905241131782532
HFC,2025-04-13,1,svm,0.7241379310344828,0.884760259172116
HFX,2025-04-13,1,lstm,0.9041095890410958,0.9743055701255798
HGM,2025-04-13,1,svm,0.8405797101449275,0.8780810462392461
HHC,2025-04-13,1,svm,0.8888888888888888,0.6017581304010764
HHG,2025-04-13,1,lstm,0.7096774193548387,0.6850284934043884
HHS,2025-04-13,1,transformer,0.6551724137931034,0.5624319314956665
HIG,2025-04-13,1,svm,0.75,0.6110285818937341
HJS,2025-04-13,1,svm,0.6206896551724138,0.5666751528320149
HLA,2025-04-13,1,lstm,0.9873417721518988,0.9045832753181458
HLC,2025-04-13,1,svm,0.7096774193548387,0.606260489473477
HLY,2025-04-13,0,svm,0.8732394366197183,0.8462630818270603
HMC,2025-04-13,1,logistic_regression,0.3225806451612903,0.6043142069340723
HMH,2025-04-13,1,svm,0.7878787878787878,0.5322477977030476
HNM,2025-04-13,1,svm,0.6792452830188679,0.6191961750090865
HOM,2025-04-13,1,transformer,0.7213114754098361,0.5274715423583984
HOT,2025-04-13,1,svm,0.8888888888888888,0.5755754179833319
HPB,2025-04-13,1,svm,0.961038961038961,0.6958827475168254
HPG,2025-04-13,0,svm,0.56,0.506581942632092
HPP,2025-04-13,1,svm,0.6885245901639344,0.6155777628125341
HPT,2025-04-13,1,svm,0.7301587301587301,0.7302212295291068
HQC,2025-04-13,1,svm,0.4117647058823529,0.48058548962253483
HRC,2025-04-13,1,svm,0.75,0.5360883085938613
HSG,2025-04-13,1,logistic_regression,0.4,0.905304738371552
HSI,2025-04-13,1,lstm,0.8235294117647058,0.552156925201416
HT1,2025-04-13,1,logistic_regression,0.5,0.501141641603194
HTC,2025-04-13,1,svm,0.7096774193548387,0.5856904361714661
HTI,2025-04-13,0,logistic_regression,0.6666666666666666,0.7929638709346749
HTL,2025-04-13,1,svm,0.7692307692307693,0.5262069004297637
HTP,2025-04-13,1,transformer,0.6521739130434783,0.501478374004364
HTV,2025-04-13,1,svm,0.7636363636363637,0.5
HU1,2025-04-13,1,svm,0.5714285714285714,0.5361541276866109
HU3,2025-04-13,1,svm,0.6885245901639344,0.5152719222370341
HUT,2025-04-13,0,svm,0.5,0.5
HVG,2025-04-13,1,lstm,0.9873417721518988,0.6658160090446472
HVT,2025-04-13,1,svm,0.6440677966101694,0.5188218057436835
HVX,2025-04-13,1,svm,0.6666666666666666,0.5227258080788229
ICF,2025-04-13,1,logistic_regression,0.5714285714285714,0.8572694703691192
ICG,2025-04-13,0,svm,0.2307692307692307,0.5
ICI,2025-04-13,1,transformer,0.6440677966101694,0.8591500520706177
IDI,2025-04-13,1,lstm,0.5964912280701754,0.5294617414474487
IDJ,2025-04-13,1,lstm,0.5964912280701754,0.5608681440353394
IDV,2025-04-13,1,svm,0.5964912280701754,0.5102917552708675
IFS,2025-04-13,0,lstm,0.0952380952380952,0.6181777715682983
IHK,2025-04-13,0,logistic_regression,0.8823529411764706,0.9984675170412247
IJC,2025-04-13,0,svm,0.7142857142857143,0.5
ILC,2025-04-13,1,svm,0.6206896551724138,0.6123408364539762
IME,2025-04-13,1,lstm,0.9743589743589745,0.9988158941268921
IMP,2025-04-13,0,transformer,0.4761904761904761,0.5529288053512573
IN4,2025-04-13,1,logistic_regression,0.8064516129032258,0.9423536168489526
INC,2025-04-13,1,svm,0.9333333333333332,0.5980200150858892
INN,2025-04-13,1,svm,0.7301587301587301,0.5
ITA,2025-04-13,0,svm,0.6296296296296297,0.5075310610815393
ITC,2025-04-13,1,transformer,0.5,0.5908268690109253
ITD,2025-04-13,1,svm,0.6190476190476191,0.5705308566313563
ITQ,2025-04-13,1,lstm,0.6666666666666666,0.5906292200088501
IVS,2025-04-13,1,logistic_regression,0.6538461538461539,0.6074949531757471
JVC,2025-04-13,1,logistic_regression,0.5555555555555556,0.6952325153063106
KAC,2025-04-13,1,lstm,0.9873417721518988,0.9792540073394775
KBC,2025-04-13,1,svm,0.6153846153846154,0.5085258573607689
KCE,2025-04-13,0,svm,0.7692307692307693,0.8021895923872814
KDC,2025-04-13,1,logistic_regression,0.6046511627906976,0.6390190963238853
KDH,2025-04-13,1,lstm,0.6666666666666666,0.6357588768005371
KHL,2025-04-13,1,lstm,0.9873417721518988,0.8524051904678345
KHP,2025-04-13,1,logistic_regression,0.5964912280701754,1.0
KKC,2025-04-13,1,lstm,0.7301587301587301,0.5396606922149658
KMR,2025-04-13,0,logistic_regression,0.32,0.8645702742345462
KMT,2025-04-13,1,svm,0.9473684210526316,0.9084925077827424
KSB,2025-04-13,1,svm,0.6037735849056604,0.7054732508873127
KSD,2025-04-13,1,svm,0.75,0.5517123033053675
KSH,2025-04-13,1,lstm,0.9873417721518988,0.7557004690170288
KST,2025-04-13,1,lstm,0.8405797101449275,0.6281952857971191
KTS,2025-04-13,0,logistic_regression,0.711864406779661,0.8358846327668004
KTT,2025-04-13,1,lstm,0.8985507246376812,0.6634463667869568
L10,2025-04-13,1,svm,0.7301587301587301,0.5363242699909181
L14,2025-04-13,1,lstm,0.5777777777777777,0.5885171890258789
L18,2025-04-13,0,logistic_regression,0.6415094339622641,0.9085267280101478
L35,2025-04-13,1,svm,0.7878787878787878,0.5810045866209936
L43,2025-04-13,1,logistic_regression,0.4761904761904761,0.876145841562142
L44,2025-04-13,1,lstm,0.8405797101449275,0.8765978217124939
L61,2025-04-13,1,lstm,0.8,0.7313241958618164
L62,2025-04-13,0,lstm,0.6818181818181818,0.6607498526573181
LAF,2025-04-13,1,svm,0.6666666666666666,0.5553647614978569
LAS,2025-04-13,1,logistic_regression,0.4827586206896552,0.7710849520551061
LBE,2025-04-13,1,svm,0.8235294117647058,0.9849100362322908
LBM,2025-04-13,0,logistic_regression,0.625,0.9999999999999902
LCC,2025-04-13,1,lstm,0.8888888888888888,0.9785593152046204
LCD,2025-04-13,1,lstm,0.9743589743589745,0.86198890209198
LCG,2025-04-13,1,lstm,0.6153846153846154,0.5728493928909302
LCM,2025-04-13,0,logistic_regression,0.6382978723404256,0.6756840483797711
LCS,2025-04-13,1,lstm,0.8888888888888888,0.9506416320800781
LDP,2025-04-13,1,lstm,0.6666666666666666,0.5700947046279907
LGC,2025-04-13,1,transformer,0.7368421052631579,0.5466390252113342
LGL,2025-04-13,1,svm,0.6415094339622641,0.5
LHC,2025-04-13,1,lstm,0.6666666666666666,0.5607668161392212
LHG,2025-04-13,1,lstm,0.6037735849056604,0.6952692866325378
LIG,2025-04-13,0,transformer,0.5416666666666666,0.5245802402496338
LIX,2025-04-13,1,svm,0.5714285714285714,0.5626875221711853
LKW,2025-04-13,1,transformer,0.7878787878787878,0.6400497555732727
LM3,2025-04-13,1,transformer,0.961038961038961,0.8605141639709473
LM7,2025-04-13,1,lstm,0.8405797101449275,0.707934558391571
LM8,2025-04-13,1,transformer,0.78125,0.5237061381340027
LO5,2025-04-13,0,lstm,0.8955223880597015,0.5410972833633423
LSS,2025-04-13,1,transformer,0.4137931034482758,0.5160255432128906
LTC,2025-04-13,1,logistic_regression,0.7142857142857143,0.5705178658529242
LUT,2025-04-13,1,lstm,0.8732394366197183,0.9497414231300354
MAC,2025-04-13,1,lstm,0.6521739130434783,0.5274789929389954
MAS,2025-04-13,1,svm,0.7419354838709677,0.5267741726445986
MBB,2025-04-13,1,svm,0.6551724137931034,0.8711858301957778
MCC,2025-04-13,1,lstm,0.9743589743589745,0.9538027048110962
MCF,2025-04-13,1,lstm,0.7301587301587301,0.8377431035041809
MCG,2025-04-13,0,lstm,0.7037037037037037,0.5241902470588684
MCO,2025-04-13,1,svm,0.5454545454545454,0.5757870937762676
MCP,2025-04-13,1,svm,0.7301587301587301,0.5342806610397619
MDC,2025-04-13,1,svm,0.7878787878787878,0.5589789999829572
MDF,2025-04-13,1,svm,0.7096774193548387,0.6142383073064974
MDG,2025-04-13,1,svm,0.8732394366197183,0.5262059466586481
MEC,2025-04-13,1,svm,0.6666666666666666,0.5699534427041978
MEF,2025-04-13,1,lstm,0.9873417721518988,0.9622517824172974
MHC,2025-04-13,1,svm,0.5714285714285714,0.5099165780447779
MHL,2025-04-13,1,lstm,0.9873417721518988,0.927428662776947
MIC,2025-04-13,1,svm,0.6551724137931034,0.5930425991236341
MIM,2025-04-13,1,lstm,0.9873417721518988,0.6296607851982117
MKV,2025-04-13,1,transformer,0.75,0.6699568033218384
MPC,2025-04-13,1,svm,0.490566037735849,0.5485150722034383
MSN,2025-04-13,1,lstm,0.6206896551724138,0.5423052310943604
MTC,2025-04-13,1,lstm,0.9473684210526316,0.9775537848472595
MTG,2025-04-13,1,svm,0.8405797101449275,0.6366198097169716
MTH,2025-04-13,1,svm,0.9041095890410958,0.6447617163372706
MTP,2025-04-13,1,svm,0.8571428571428571,0.6954568944534492
NAG,2025-04-13,1,lstm,0.7096774193548387,0.5805352330207825
NAV,2025-04-13,1,svm,0.7096774193548387,0.5605130007376564
NBB,2025-04-13,1,svm,0.631578947368421,0.46530119131979125
NBC,2025-04-13,0,svm,0.3636363636363636,0.48567337008319295
NBP,2025-04-13,1,svm,0.75,0.6001438939281466
NBW,2025-04-13,1,svm,0.7692307692307693,0.6234138497029167
ND2,2025-04-13,1,lstm,0.7878787878787878,0.7293092012405396
NDC,2025-04-13,1,svm,0.75,0.6336673425527324
NDN,2025-04-13,1,logistic_regression,0.6382978723404256,0.5030737277295867
NET,2025-04-13,0,transformer,0.5531914893617021,0.5674176216125488
NGC,2025-04-13,1,lstm,0.9743589743589745,0.5811987519264221
NHA,2025-04-13,1,logistic_regression,0.6666666666666666,0.9923189518841645
NHC,2025-04-13,1,svm,0.8405797101449275,0.554305705202895
NKG,2025-04-13,1,lstm,0.5714285714285714,0.7682439684867859
NNC,2025-04-13,0,lstm,0.7058823529411765,0.6225408315658569
NNT,2025-04-13,0,lstm,0.0,0.5815029740333557
NOS,2025-04-13,1,svm,0.7692307692307693,0.61463829097027
NSC,2025-04-13,1,svm,0.5365853658536586,0.5143773808621078
NST,2025-04-13,1,svm,0.7096774193548387,0.561883467990505
NT2,2025-04-13,1,svm,0.5964912280701754,0.505336080102901
NTB,2025-04-13,1,lstm,0.9873417721518988,0.7913481593132019
NTL,2025-04-13,1,lstm,0.6440677966101694,0.5262763500213623
NTP,2025-04-13,1,svm,0.7586206896551724,0.9592174897541812
NTW,2025-04-13,1,svm,0.7692307692307693,0.5610927321044734
NVB,2025-04-13,1,svm,0.7241379310344828,0.5051317753502722
NVT,2025-04-13,1,svm,0.5142857142857142,0.5135884972067923
OCH,2025-04-13,0,transformer,0.6923076923076923,0.5751819014549255
OGC,2025-04-13,1,transformer,0.490566037735849,0.549552857875824
ONE,2025-04-13,1,svm,0.6666666666666666,0.5328262085093397
OPC,2025-04-13,1,lstm,0.6666666666666666,0.6023862361907959
ORS,2025-04-13,1,svm,0.5964912280701754,0.5306767812459625
PAC,2025-04-13,0,svm,0.4137931034482758,0.5340786293092574
PAN,2025-04-13,1,logistic_regression,0.5142857142857142,0.526704804806457
PCG,2025-04-13,1,transformer,0.56,0.5738133788108826
PCT,2025-04-13,1,svm,0.7301587301587301,0.5689105074912705
PDC,2025-04-13,1,svm,0.6885245901639344,0.5450439952757674
PDN,2025-04-13,0,svm,0.4761904761904761,0.5353114783468673
PDR,2025-04-13,0,svm,0.5581395348837209,0.5647315387899001
PEC,2025-04-13,1,lstm,0.961038961038961,0.9181477427482605
PET,2025-04-13,1,lstm,0.5964912280701754,0.6994046568870544
PFL,2025-04-13,1,svm,0.7692307692307693,0.7087837597436146
PGC,2025-04-13,1,transformer,0.7741935483870968,0.797981321811676
PGD,2025-04-13,0,svm,0.5142857142857142,0.5
PGI,2025-04-13,1,svm,0.6885245901639344,0.5
PGS,2025-04-13,1,svm,0.6551724137931034,0.7099593335360985
PGT,2025-04-13,1,svm,0.8059701492537313,0.5605583088089395
PHC,2025-04-13,1,svm,0.5714285714285714,0.510857635523102
PHH,2025-04-13,1,svm,0.961038961038961,0.5743396162852329
PHR,2025-04-13,1,lstm,0.6440677966101694,0.5028493404388428
PHS,2025-04-13,1,svm,0.8732394366197183,0.6123703744395097
PID,2025-04-13,1,lstm,0.9873417721518988,0.8430054187774658
PIT,2025-04-13,1,svm,0.6206896551724138,0.529908796956372
PIV,2025-04-13,1,logistic_regression,0.6666666666666666,0.5299464310431101
PJC,2025-04-13,1,svm,0.7301587301587301,0.6159566257041296
PJS,2025-04-13,1,svm,0.8888888888888888,0.6143609321160847
PJT,2025-04-13,1,svm,0.7301587301587301,0.5157913620562692
PLC,2025-04-13,1,svm,0.5964912280701754,0.5112827221085289
PMC,2025-04-13,0,svm,0.65,0.660395712003517
PMS,2025-04-13,1,lstm,0.75,0.6302604079246521
PMT,2025-04-13,1,svm,0.8888888888888888,0.6708274872848987
PNC,2025-04-13,0,svm,0.6521739130434783,0.5
PNJ,2025-04-13,0,svm,0.4210526315789473,0.5401130735729129
POM,2025-04-13,1,lstm,0.6153846153846154,0.5321589112281799
POT,2025-04-13,1,logistic_regression,0.6923076923076923,0.9994024986011146
POV,2025-04-13,1,svm,0.75,0.6371652855458702
PPC,2025-04-13,1,lstm,0.5263157894736842,0.5428916811943054
PPE,2025-04-13,1,svm,0.7419354838709677,0.7482470823141952
PPI,2025-04-13,1,lstm,0.9873417721518988,0.6545427441596985
PPP,2025-04-13,1,svm,0.7301587301587301,0.5853295822845669
