Ticker,Model,Dataset,Accuracy,Precision,Recall,F1
DIC,logistic_regression,train,0.5777310924369747,0.5958549222797928,0.4831932773109244,0.5336426914153132
DIC,logistic_regression,valid,0.6111111111111112,0.6582278481012658,0.8666666666666667,0.7482014388489209
DIC,lstm,train,0.7142857142857143,0.7361111111111112,0.6680672268907563,0.7004405286343612
DIC,lstm,valid,0.6888888888888889,0.7,0.9333333333333333,0.8
DIC,svm,train,1.0,1.0,1.0,1.0
DIC,svm,valid,0.6555555555555556,0.6986301369863014,0.85,0.7669172932330827
DIC,transformer,train,0.5672268907563025,0.6311475409836066,0.3235294117647059,0.42777777777777776
DIC,transformer,valid,0.6555555555555556,0.6790123456790124,0.9166666666666666,0.7801418439716312
