Ticker,Model,Dataset,Accuracy,Precision,Recall,F1
VIP,logistic_regression,train,0.6533613445378151,0.6593886462882096,0.634453781512605,0.6466809421841542
VIP,logistic_regression,valid,0.4111111111111111,0.5357142857142857,0.2727272727272727,0.3614457831325301
VIP,lstm,train,0.6407563025210085,0.6602870813397129,0.5798319327731093,0.6174496644295302
VIP,lstm,valid,0.6222222222222222,0.6521739130434783,0.8181818181818182,0.7258064516129032
VIP,svm,train,1.0,1.0,1.0,1.0
VIP,svm,valid,0.5111111111111111,0.6666666666666666,0.4,0.5
VIP,transformer,train,0.5336134453781513,0.5188679245283019,0.9243697478991597,0.6646525679758308
VIP,transformer,valid,0.5,0.6388888888888888,0.41818181818181815,0.5054945054945055
